amfi_code,date,rolling_sharpe,scheme_name
100016,2022-04-03,0.4930314161818153,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-04,0.8474853484716953,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-05,0.44479849179927883,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-06,0.7352151949700468,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-07,0.5340290435296849,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-08,0.49552578606969616,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-09,0.49552578606969616,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-10,0.6816071595859037,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-11,0.5823608078045936,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-12,0.6947205007491335,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-13,0.5804638547440407,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-14,0.6420948938453188,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-15,0.5415326221195366,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-16,0.5415326221195366,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-17,0.5252794823636692,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-18,0.12046068452536864,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-19,0.2801866483207609,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-20,0.5485451882300589,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-21,0.5583946391689788,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-22,0.8135623040245975,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-23,0.8135623040245975,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-24,0.8616624461605005,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-25,0.7047809803106019,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-26,0.6974623178732934,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-27,0.4550896579038545,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-28,0.9094895156081316,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-29,0.954125176277209,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-04-30,0.954125176277209,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-01,0.6059103999629688,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-02,0.5572656742928395,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-03,0.06785213302423157,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-04,0.48653416215847284,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-05,0.2044603634273117,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-06,0.10759197605966052,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-07,0.1075919760596605,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-08,0.3354302322577495,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-09,0.3183435908811873,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-10,0.16396287301114779,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-11,-0.11024754917789381,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-12,-0.6027401527357185,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-13,-0.4631139381017149,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-14,-0.4631139381017149,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-15,-0.2598574231728323,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-16,-0.23552835190821117,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-17,0.198937072293785,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-18,-0.33267850984763997,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-19,-0.4653641693643759,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-20,-0.55153222330474,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-21,-0.55153222330474,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-22,-0.6649166666827656,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-23,-0.6042872998355133,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-24,-1.0450649038552435,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-25,-0.6398521555766086,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-26,-0.8266664597603703,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-27,-1.0502998434297708,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-28,-1.0502998434297708,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-29,-0.786988123765045,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-30,-0.6743132532035528,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-05-31,-1.0994094820883402,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-01,-1.214751589460061,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-02,-1.217560093317405,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-03,-1.3165877472986713,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-04,-1.3165877472986713,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-05,-1.3081465729078638,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-06,-1.7295295862338331,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-07,-1.4354109098368235,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-08,-1.5944708633444504,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-09,-1.7770364635965181,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-10,-1.8673344462115062,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-11,-1.8673344462115062,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-12,-1.9338607017852063,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-13,-1.9971548489110063,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-14,-2.0395512723391356,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-15,-2.556683598619452,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-16,-2.929393698405156,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-17,-2.9908961683237374,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-18,-2.9908961683237374,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-19,-3.0295721313451147,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-20,-2.7934165221723983,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-21,-2.6809932018955367,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-22,-3.3308760704764384,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-23,-3.4575816970179263,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-24,-3.1327749350945235,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-25,-3.1327749350945235,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-26,-3.4106259059637525,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-27,-3.9745086895880677,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-28,-4.30203959894745,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-29,-4.048697873832664,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-06-30,-3.8492158343704714,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-01,-3.7600971982338627,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-02,-3.7600971982338627,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-03,-3.943812029544327,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-04,-4.139078076126835,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-05,-3.81322708164077,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-06,-3.43019296333652,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-07,-3.636438565241117,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-08,-3.8786752531487534,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-09,-3.8786752531487534,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-10,-3.898183077628848,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-11,-3.532633013607887,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-12,-3.4721156466315444,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-13,-3.914007736014794,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-14,-4.13141790540071,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-15,-4.188596756886783,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-16,-4.188596756886783,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-17,-3.92992622521777,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-18,-3.9535460693245934,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-19,-3.798647322196789,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-20,-4.068938309138644,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-21,-4.660904049358036,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-22,-4.546553008920888,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-23,-4.546553008920888,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-24,-4.510629598557501,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-25,-4.245800965969802,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-26,-4.307198196252241,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-27,-4.239559381024895,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-28,-4.270479892316319,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-29,-4.005317532547572,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-30,-4.005317532547572,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-07-31,-3.9373854398084864,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-01,-3.6580557492093693,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-02,-4.352789584905292,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-03,-4.174585569600318,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-04,-3.8221260100866874,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-05,-3.9687230572241603,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-06,-3.9687230572241603,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-07,-4.055277367262352,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-08,-3.92576943178198,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-09,-3.715555906417134,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-10,-3.7784906104723954,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-11,-3.540574939643184,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-12,-3.685170653778079,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-13,-3.685170653778079,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-14,-3.5979317583745147,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-15,-4.302362360172269,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-16,-4.140562318250247,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-17,-3.671034890758387,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-18,-3.478084993746518,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-19,-3.5124544528629933,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-20,-3.5124544528629933,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-21,-3.574780540554159,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-22,-3.646551926172274,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-23,-3.602620991670166,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-24,-3.721592438451815,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-25,-3.3522082820470236,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-26,-3.5315641315441586,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-27,-3.5315641315441586,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-28,-3.2568874017148235,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-29,-2.6306202449814524,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-30,-2.500238959866196,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-08-31,-2.3085796474128775,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-01,-2.1748423622811472,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-02,-2.4571096765822857,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-03,-2.4571096765822857,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-04,-2.7396266061203947,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-05,-3.1739718370182524,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-06,-2.963751735030199,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-07,-2.6313693952671504,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-08,-2.263497184353452,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-09,-2.1699304289786077,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-10,-2.1699304289786077,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-11,-2.0687301833625575,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-12,-2.122219389731302,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-13,-2.139355104170147,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-14,-1.9970656502385398,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-15,-2.295705424625039,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-16,-1.9297536465489367,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-17,-1.9297536465489367,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-18,-1.8272083667690415,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-19,-1.782080834081745,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-20,-1.607211034613277,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-21,-1.712348351317295,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-22,-1.7178993763774333,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-23,-1.2630547652662054,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-24,-1.2630547652662054,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-25,-1.1084708456327605,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-26,-1.0620667185383368,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-27,-0.9905531979704535,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-28,-0.8508493784749027,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-29,-1.1631539008719942,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-09-30,-1.0655181767266961,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-01,-1.0655181767266961,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-02,-0.6846832108510063,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-03,-0.7909932184855768,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-04,-1.020965800520657,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-05,-0.5448710372359727,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-06,-0.5763162708395426,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-07,-0.8224387876045135,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-08,-0.8224387876045135,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-09,-1.152225585772143,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-10,-0.996874223745881,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-11,-0.8446476154640911,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-12,-0.5823908022290472,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-13,-0.364658535477446,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-14,-0.25483179533297107,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-15,-0.25483179533297107,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-16,-0.22367511190618983,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-17,-0.19686565041696902,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-18,0.03711381765403237,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-19,0.4357700570745117,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-20,0.2670070006229172,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-21,0.650394408504412,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-22,0.650394408504412,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-23,0.45728350420892677,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-24,0.6022826273818422,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-25,0.7796132676135494,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-26,0.7791331334186102,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-27,0.3278306926465127,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-28,0.5822678299093914,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-29,0.5822678299093914,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-30,0.5843813321327035,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-10-31,1.096297750978362,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-01,1.2788163846658325,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-02,1.306541734531507,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-03,1.5417583572928961,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-04,1.4390956844151668,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-05,1.4390956844151668,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-06,1.5018321591726258,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-07,1.708115367485896,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-08,2.3674067496880116,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-09,2.206556413008789,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-10,1.9083132463622778,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-11,2.0044513533140926,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-12,2.0044513533140926,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-13,1.897527835879755,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-14,1.785499912102973,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-15,1.8488094814047047,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-16,1.888062337700714,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-17,1.9795960761008662,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-18,2.0818007164400223,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-19,2.0818007164400223,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-20,2.254321928990512,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-21,1.9017152307820315,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-22,2.5934513976637077,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-23,2.7941756518779073,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-24,3.1032792719489937,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-25,3.373270419644998,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-26,3.373270419644998,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-27,3.1501409740201143,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-28,3.002566198630773,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-29,2.7208324318557353,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-11-30,2.713023795572772,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-01,3.191852880217754,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-02,3.1224524804588927,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-03,3.1224524804588927,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-04,3.2967762926408968,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-05,3.2734387874194835,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-06,3.299895253617073,HDFC Top 100 Fund - Regular Plan - Growth
100016,2022-12-07,2.8755432468948037,HDFC Top 100 Fund - Regular Plan - Growth
